/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_49_557.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_49_557.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_49_557.jpg,0,0,0,5.122091E-07
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_49_632.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_49_632.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_49_632.jpg,0,0,0,3.198546E-07
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_49_699.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_49_699.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_49_699.jpg,0,0,0,1.452662E-06
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_49_774.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_49_774.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_49_774.jpg,0,0,0,2.50907E-06
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_49_855.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_49_855.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_49_855.jpg,0,0,0,3.437817E-06
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_49_931.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_49_931.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_49_931.jpg,0,0,0,4.035451E-06
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_50_007.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_50_007.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_50_007.jpg,0,0,0,4.83297E-06
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_50_096.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_50_096.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_50_096.jpg,-0.01444575,0,0,7.984247E-07
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_50_169.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_50_169.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_50_169.jpg,-0.03161851,0,0,6.163656E-06
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_50_244.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_50_244.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_50_244.jpg,-0.03161851,0.07367688,0,0.04656491
/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/center_2017_11_11_08_04_50_317.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/left_2017_11_11_08_04_50_317.jpg,/Users/Kyle/Udacity SDCND/CarND-Term1-Project3/data/IMG/right_2017_11_11_08_04_50_317.jpg,-0.03161851,0.292788,0,0.2618389
